BRC Query: Small,Points,Num Of Points
"[90871, 9783, 137486, 56109]","[(90924, 9783), (91406, 9783), (91856, 9783), (92218, 9783), (92609, 9783), (92640, 9783), (93593, 9783), (93783, 9783), (93961, 9783), (94390, 9783), (94602, 9783), (95340, 9783), (95385, 9783), (96416, 9783), (96966, 9783), (98024, 9783), (98327, 9783), (98408, 9783), (100278, 9783), (101493, 9783), (101814, 9783), (102629, 9783), (104677, 9783), (104703, 9783), (105545, 9783), (105570, 9783), (106663, 9783), (107478, 9783), (108346, 9783), (108732, 9783), (108986, 9783), (109213, 9783), (109573, 9783), (110921, 9783), (111164, 9783), (111242, 9783), (112677, 9783), (112976, 9783), (113246, 9783), (114372, 9783), (114520, 9783), (116220, 9783), (116287, 9783), (116488, 9783), (117484, 9783), (121931, 9783), (122165, 9783), (122167, 9783), (122208, 9783), (122416, 9783), (124097, 9783), (124858, 9783), (124923, 9783), (124927, 9783), (125770, 9783), (128325, 9783), (128327, 9783), (128789, 9783), (128817, 9783), (128824, 9783), (130064, 9783), (130097, 9783), (130955, 9783), (131043, 9783), (131366, 9783), (131661, 9783), (132054, 9783), (132210, 9783), (132577, 9783), (133429, 9783), (133609, 9783), (134752, 9783), (135339, 9783), (136248, 9783), (109659, 10073), (97397, 10118), (117247, 10175), (101228, 10532), (93565, 10870), (134002, 11278), (100745, 11476), (128706, 11613), (122199, 12087), (105003, 12340), (96432, 13026), (94047, 13060), (92728, 13196), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (115607, 14151), (95698, 14228), (113212, 14272), (108221, 14539), (113997, 14770), (125111, 15411), (125429, 15748), (117428, 16207), (91779, 16340), (114056, 16475), (130706, 16530), (109712, 16598), (101506, 17559), (128703, 17618), (97661, 18559), (108072, 19082), (98057, 19225), (93859, 24177), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150)]",118
"[95517, 307939, 142132, 219328]",[],0
"[364511, 34160, 411126, 80775]",[],0
"[56262, 202003, 102877, 219328]",[],0
"[410581, 36585, 457196, 83200]",[],0
"[358243, 125783, 404858, 172398]",[],0
"[126695, 268368, 173310, 219328]",[],0
"[142003, 171744, 188618, 218359]",[],0
"[304759, 422715, 351374, 219328]",[],0
"[204484, 394207, 251099, 219328]",[],0
"[351344, 289336, 397959, 219328]",[],0
"[172482, 351261, 219097, 219328]",[],0
"[411543, 374415, 458158, 219328]",[],0
"[268761, 331458, 315376, 219328]",[],0
"[273312, 414755, 319927, 219328]",[],0
"[34306, 135926, 80921, 182541]",[],0
"[76226, 396644, 122841, 219328]",[],0
"[119759, 129809, 166374, 176424]",[],0
"[59609, 81742, 106224, 128357]",[],0
"[63452, 29892, 110067, 76507]","[(91686, 32602), (98740, 33456), (105291, 33531), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",7
"[322936, 301518, 369551, 219328]",[],0
"[56109, 317431, 102724, 219328]",[],0
"[389027, 330478, 435642, 219328]",[],0
"[235496, 245701, 282111, 219328]",[],0
"[349123, 244000, 395738, 219328]",[],0
"[215458, 15490, 262073, 62105]","[(229026, 16672), (232460, 17215), (260858, 24535)]",3
"[393997, 331287, 440612, 219328]",[],0
"[407866, 341517, 454481, 219328]",[],0
"[282879, 336182, 329494, 219328]",[],0
"[175248, 376836, 221863, 219328]",[],0
"[281861, 118601, 328476, 165216]",[],0
"[74561, 328255, 121176, 219328]",[],0
"[165135, 298532, 211750, 219328]",[],0
"[162205, 360861, 208820, 219328]",[],0
"[218810, 319977, 265425, 219328]",[],0
"[281641, 405231, 328256, 219328]",[],0
"[34484, 248255, 81099, 219328]",[],0
"[307302, 305315, 353917, 219328]",[],0
"[137815, 213981, 184430, 219328]",[],0
"[146482, 299988, 193097, 219328]",[],0
"[355449, 169360, 402064, 215975]",[],0
"[395012, 71541, 441627, 118156]",[],0
"[172743, 308696, 219358, 219328]",[],0
"[377566, 142171, 424181, 188786]",[],0
"[373089, 277457, 419704, 219328]",[],0
"[148209, 245206, 194824, 219328]",[],0
"[242304, 62251, 288919, 108866]",[],0
"[315960, 171193, 362575, 217808]",[],0
"[177300, 368826, 223915, 219328]",[],0
"[48086, 383620, 94701, 219328]",[],0
"[236560, 186840, 283175, 219328]","[(249218, 208706), (243245, 219327)]",2
"[397715, 11694, 444330, 58309]","[(443074, 12940)]",1
"[64966, 382953, 111581, 219328]",[],0
"[180649, 316842, 227264, 219328]",[],0
"[63406, 300269, 110021, 219328]",[],0
"[111088, 307420, 157703, 219328]",[],0
"[361032, 358223, 407647, 219328]",[],0
"[10746, 17707, 57361, 64322]","[(41525, 17796), (45429, 18052), (53682, 18069), (37806, 18407), (40233, 19562), (50668, 19879), (38608, 20050), (44065, 20197), (54163, 20267), (55449, 20430), (31646, 20485), (49593, 20773), (53426, 21070), (44527, 21949), (28947, 21975), (49317, 22137), (37782, 22212), (41126, 22253), (14395, 22342), (46040, 22975), (47542, 24648), (40142, 26381), (33518, 27430), (53468, 27679), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118)]",28
"[17596, 170712, 64211, 217327]",[],0
"[400670, 250648, 447285, 219328]",[],0
"[65877, 279082, 112492, 219328]",[],0
"[357264, 18587, 403879, 65202]",[],0
"[270073, 396491, 316688, 219328]",[],0
"[132120, 151952, 178735, 198567]",[],0
"[277969, 166128, 324584, 212743]",[],0
"[419316, 146584, 465931, 193199]",[],0
"[113395, 398325, 160010, 219328]",[],0
"[218557, 324479, 265172, 219328]",[],0
"[242397, 258075, 289012, 219328]",[],0
"[168973, 181647, 215588, 219328]",[],0
"[15926, 405831, 62541, 219328]",[],0
"[310226, 414854, 356841, 219328]",[],0
"[324519, 323189, 371134, 219328]",[],0
"[414133, 162471, 460748, 209086]",[],0
"[64075, 187277, 110690, 219328]",[],0
"[371695, 55916, 418310, 102531]",[],0
"[88630, 209966, 135245, 219328]",[],0
"[247382, 145616, 293997, 192231]",[],0
"[190922, 154052, 237537, 200667]",[],0
"[335656, 367253, 382271, 219328]",[],0
"[400542, 409839, 447157, 219328]",[],0
"[124249, 380161, 170864, 219328]",[],0
"[104095, 297091, 150710, 219328]",[],0
"[246321, 252683, 292936, 219328]",[],0
"[143938, 257550, 190553, 219328]",[],0
"[57392, 51650, 104007, 98265]","[(59458, 97155), (72803, 67715)]",2
"[368340, 98543, 414955, 145158]",[],0
"[297934, 35493, 344549, 82108]",[],0
"[414733, 139701, 461348, 186316]",[],0
"[196949, 182409, 243564, 219328]","[(243245, 219327)]",1
"[196846, 38014, 243461, 84629]","[(200563, 62770)]",1
"[209387, 359544, 256002, 219328]",[],0
"[187010, 99354, 233625, 145969]",[],0
"[157398, 257742, 204013, 219328]",[],0
"[31351, 291544, 77966, 219328]",[],0
"[272509, 166892, 319124, 213507]",[],0
"[175483, 149744, 222098, 196359]",[],0
"[405442, 333331, 452057, 219328]",[],0
"[336744, 175811, 383359, 219328]",[],0
"[47494, 191116, 94109, 219328]",[],0
"[18504, 243439, 65119, 219328]",[],0
"[334402, 99234, 381017, 145849]",[],0
"[196277, 330829, 242892, 219328]",[],0
"[162562, 372289, 209177, 219328]",[],0
"[146754, 265607, 193369, 219328]",[],0
"[9075, 241685, 55690, 219328]",[],0
"[90830, 136025, 137445, 182640]",[],0
"[190351, 130442, 236966, 177057]",[],0
"[67632, 344085, 114247, 219328]",[],0
"[33107, 207364, 79722, 219328]",[],0
"[241517, 423377, 288132, 219328]",[],0
"[206748, 347107, 253363, 219328]",[],0
"[321992, 27357, 368607, 73972]",[],0
"[178209, 21476, 224824, 68091]","[(181333, 62750), (200563, 62770)]",2
"[363681, 14768, 410296, 61383]",[],0
"[248876, 139212, 295491, 185827]",[],0
"[119372, 373330, 165987, 219328]",[],0
"[100429, 252022, 147044, 219328]",[],0
"[61957, 372788, 108572, 219328]",[],0
"[410735, 395014, 457350, 219328]",[],0
"[217960, 302750, 264575, 219328]",[],0
"[37346, 146703, 83961, 193318]",[],0
"[63006, 80039, 109621, 126654]",[],0
"[38731, 13617, 85346, 60232]","[(67034, 13769), (44331, 13802), (49175, 14068), (41155, 14314), (53917, 14664), (65308, 14734), (44972, 14862), (50329, 14943), (42513, 15533), (51493, 15564), (54829, 15900), (39855, 16189), (51223, 16726), (63498, 17671), (41525, 17796), (63107, 18050), (45429, 18052), (53682, 18069), (40233, 19562), (50668, 19879), (64482, 19940), (44065, 20197), (54163, 20267), (55449, 20430), (49593, 20773), (53426, 21070), (60166, 21389), (58014, 21689), (44527, 21949), (49317, 22137), (41126, 22253), (46040, 22975), (47542, 24648), (40142, 26381), (60551, 27192), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (80255, 14211), (69969, 14216), (81522, 14734), (84540, 14828), (83357, 14829), (78971, 14940), (81807, 15030), (80282, 15888), (79695, 15889), (76820, 16004), (84227, 16516), (75988, 16684), (82405, 16839), (70320, 17096), (78083, 18380), (78438, 19163), (77898, 21019), (73225, 23191), (73683, 24778)]",59
"[143187, 229947, 189802, 219328]",[],0
"[283138, 354455, 329753, 219328]",[],0
"[414192, 312738, 460807, 219328]",[],0
"[157484, 43892, 204099, 90507]","[(181333, 62750), (200563, 62770)]",2
"[182974, 260623, 229589, 219328]",[],0
"[314497, 185574, 361112, 219328]",[],0
"[147311, 183431, 193926, 219328]",[],0
"[129451, 32906, 176066, 79521]","[(145935, 34939)]",1
"[395974, 280710, 442589, 219328]",[],0
"[132939, 239960, 179554, 219328]",[],0
"[282488, 379006, 329103, 219328]",[],0
"[17472, 363728, 64087, 219328]",[],0
"[208719, 175203, 255334, 219328]","[(249218, 208706), (243245, 219327)]",2
"[30470, 283015, 77085, 219328]",[],0
"[114523, 383265, 161138, 219328]",[],0
"[395584, 67984, 442199, 114599]",[],0
"[302461, 135969, 349076, 182584]",[],0
"[23907, 392514, 70522, 219328]",[],0
"[290613, 172196, 337228, 218811]",[],0
"[86599, 426655, 133214, 219328]",[],0
"[383164, 134461, 429779, 181076]",[],0
"[308035, 266298, 354650, 219328]",[],0
"[291585, 267057, 338200, 219328]",[],0
"[235401, 102325, 282016, 148940]",[],0
"[242319, 145719, 288934, 192334]",[],0
"[98276, 28230, 144891, 74845]","[(98740, 33456), (105291, 33531), (110575, 36221), (103123, 45841)]",4
"[197224, 362255, 243839, 219328]",[],0
"[163055, 394061, 209670, 219328]",[],0
"[187226, 336453, 233841, 219328]",[],0
"[151849, 128185, 198464, 174800]","[(182621, 142145)]",1
"[213147, 10986, 259762, 57601]","[(250207, 11064), (217026, 12784), (219818, 13637), (250983, 13907), (221990, 14496), (244062, 15465), (229026, 16672), (232460, 17215)]",8
"[39216, 409913, 85831, 219328]",[],0
"[364695, 60681, 411310, 107296]",[],0
"[79292, 321943, 125907, 219328]",[],0
"[181186, 303706, 227801, 219328]",[],0
"[94636, 18272, 141251, 64887]","[(97661, 18559), (108072, 19082), (98057, 19225), (111501, 26612), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150)]",10
"[29916, 424631, 76531, 219328]",[],0
"[287977, 93381, 334592, 139996]",[],0
"[311865, 89341, 358480, 135956]",[],0
"[49298, 81281, 95913, 127896]","[(59458, 97155)]",1
"[87332, 295299, 133947, 219328]",[],0
"[105992, 221737, 152607, 219328]",[],0
"[212034, 17935, 258649, 64550]",[],0
"[201708, 159223, 248323, 205838]",[],0
"[188619, 416380, 235234, 219328]",[],0
"[303556, 408800, 350171, 219328]",[],0
"[16496, 132502, 63111, 179117]",[],0
"[316497, 13357, 363112, 59972]","[(358657, 15258), (337473, 17444)]",2
"[200835, 414557, 247450, 219328]",[],0
"[411621, 200710, 458236, 219328]",[],0
"[187608, 53352, 234223, 99967]","[(200563, 62770)]",1
"[309413, 362647, 356028, 219328]",[],0
"[367428, 202605, 414043, 219328]",[],0
"[199616, 42046, 246231, 88661]","[(200563, 62770)]",1
"[222778, 106538, 269393, 153153]",[],0
"[197330, 309664, 243945, 219328]",[],0
"[140403, 427450, 187018, 219328]",[],0
"[86924, 119685, 133539, 166300]",[],0
"[283037, 105372, 329652, 151987]",[],0
"[322840, 78859, 369455, 125474]",[],0
"[273186, 419061, 319801, 219328]",[],0
"[66601, 175208, 113216, 219328]",[],0
"[313195, 313636, 359810, 219328]",[],0
"[301500, 335942, 348115, 219328]",[],0
"[333524, 58481, 380139, 105096]",[],0
"[331320, 94884, 377935, 141499]",[],0
"[195643, 142027, 242258, 188642]",[],0
"[253464, 145621, 300079, 192236]",[],0
"[242291, 105069, 288906, 151684]",[],0
"[215188, 227579, 261803, 219328]",[],0
"[197063, 59184, 243678, 105799]","[(200563, 62770)]",1
"[174430, 86610, 221045, 133225]",[],0
"[144140, 422853, 190755, 219328]",[],0
"[102135, 184359, 148750, 219328]",[],0
"[242798, 412150, 289413, 219328]",[],0
"[50535, 204288, 97150, 219328]",[],0
"[425766, 204108, 472381, 219328]",[],0
"[148664, 355443, 195279, 219328]",[],0
"[192573, 85945, 239188, 132560]",[],0
"[225184, 116607, 271799, 163222]",[],0
"[112830, 90801, 159445, 137416]",[],0
"[313345, 249149, 359960, 219328]",[],0
"[319860, 231940, 366475, 219328]",[],0
"[353563, 425372, 400178, 219328]",[],0
"[315675, 376831, 362290, 219328]",[],0
"[136162, 409384, 182777, 219328]",[],0
"[8942, 199783, 55557, 219328]",[],0
"[79672, 24286, 126287, 70901]","[(85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150)]",9
"[239373, 222637, 285988, 219328]",[],0
"[305708, 57779, 352323, 104394]",[],0
"[35493, 211714, 82108, 219328]",[],0
"[159843, 335720, 206458, 219328]",[],0
"[369809, 112620, 416424, 159235]",[],0
"[234019, 9783, 280634, 56344]","[(244813, 9783), (246186, 9783), (251023, 9783), (267796, 9783), (274283, 9783), (278024, 9783), (250207, 11064), (279774, 12055), (250983, 13907), (244062, 15465), (277400, 19941), (260858, 24535)]",12
"[380644, 329676, 427259, 219328]",[],0
"[128325, 219907, 174940, 219328]",[],0
"[330290, 262399, 376905, 219328]",[],0
"[266958, 322642, 313573, 219328]",[],0
"[231033, 219548, 277648, 219328]",[],0
"[220477, 40122, 267092, 86737]",[],0
"[170631, 100418, 217246, 147033]","[(182621, 142145)]",1
"[95854, 176105, 142469, 219328]",[],0
"[72005, 272345, 118620, 219328]",[],0
"[334695, 243667, 381310, 219328]",[],0
"[91562, 309702, 138177, 219328]",[],0
"[212567, 127554, 259182, 174169]",[],0
"[384591, 74041, 431206, 120656]",[],0
"[142068, 17437, 188683, 64052]","[(150585, 18421), (148995, 19294), (155423, 20233), (165683, 22519), (145935, 34939), (181333, 62750)]",6
"[248046, 421606, 294661, 219328]",[],0
"[412122, 172538, 458737, 219153]",[],0
"[259706, 190634, 306321, 219328]",[],0
"[274468, 404404, 321083, 219328]",[],0
"[122960, 171836, 169575, 218451]",[],0
"[305694, 23094, 352309, 69709]","[(306553, 24096)]",1
"[265635, 372862, 312250, 219328]",[],0
"[80160, 150329, 126775, 196944]",[],0
"[116652, 204098, 163267, 219328]",[],0
"[16259, 158540, 62874, 205155]",[],0
"[334948, 234414, 381563, 219328]",[],0
"[392339, 126929, 438954, 173544]",[],0
"[11622, 123814, 58237, 170429]",[],0
"[425509, 327470, 472124, 219328]",[],0
"[210989, 77884, 257604, 124499]",[],0
"[141023, 386921, 187638, 219328]",[],0
"[341319, 310757, 387934, 219328]",[],0
"[298429, 112734, 345044, 159349]",[],0
"[412271, 73833, 458886, 120448]",[],0
"[212689, 304127, 259304, 219328]",[],0
"[355109, 395358, 401724, 219328]",[],0
"[259986, 197479, 306601, 219328]",[],0
"[361273, 254332, 407888, 219328]",[],0
"[329374, 384507, 375989, 219328]",[],0
"[427418, 78917, 474033, 125532]",[],0
"[24254, 398437, 70869, 219328]",[],0
"[322301, 215853, 368916, 219328]",[],0
"[352795, 230153, 399410, 219328]",[],0
"[188981, 170469, 235596, 217084]",[],0
"[426261, 82830, 472876, 129445]",[],0
"[160225, 269596, 206840, 219328]",[],0
"[144573, 216353, 191188, 219328]",[],0
"[380097, 321918, 426712, 219328]",[],0
"[134526, 424909, 181141, 219328]",[],0
"[250307, 114047, 296922, 160662]",[],0
"[371316, 103962, 417931, 150577]",[],0
"[268472, 407867, 315087, 219328]",[],0
"[247189, 27914, 293804, 74529]",[],0
"[394430, 397168, 441045, 219328]",[],0
"[223098, 114281, 269713, 160896]",[],0
"[284232, 161453, 330847, 208068]",[],0
"[369974, 231116, 416589, 219328]",[],0
"[62509, 170177, 109124, 216792]",[],0
"[149828, 93619, 196443, 140234]",[],0
"[87114, 403473, 133729, 219328]",[],0
"[117857, 169245, 164472, 215860]",[],0
"[76474, 94014, 123089, 140629]",[],0
"[190099, 117767, 236714, 164382]",[],0
"[310597, 319006, 357212, 219328]",[],0
"[427103, 91575, 473718, 138190]",[],0
"[39568, 63035, 86183, 109650]","[(59458, 97155), (72803, 67715)]",2
"[74436, 140438, 121051, 187053]",[],0
"[309464, 158382, 356079, 204997]",[],0
"[156785, 105489, 203400, 152104]","[(182621, 142145)]",1
"[40141, 154408, 86756, 201023]",[],0
"[308479, 202677, 355094, 219328]",[],0
"[64662, 224994, 111277, 219328]",[],0
"[144726, 183405, 191341, 219328]",[],0
"[382169, 320473, 428784, 219328]",[],0
"[302288, 283169, 348903, 219328]",[],0
"[336113, 144777, 382728, 191392]",[],0
"[64567, 298944, 111182, 219328]",[],0
"[300348, 37779, 346963, 84394]",[],0
"[23677, 187150, 70292, 219328]",[],0
"[390116, 230494, 436731, 219328]",[],0
"[326574, 261823, 373189, 219328]",[],0
"[424769, 174640, 471384, 219328]",[],0
"[359080, 316064, 405695, 219328]",[],0
"[128124, 70676, 174739, 117291]",[],0
"[231071, 229292, 277686, 219328]",[],0
"[358141, 51957, 404756, 98572]",[],0
"[318806, 139239, 365421, 185854]",[],0
"[410934, 294113, 457549, 219328]",[],0
"[188386, 387923, 235001, 219328]",[],0
"[86894, 29262, 133509, 75877]","[(91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150)]",7
"[12969, 74204, 59584, 120819]","[(59458, 97155)]",1
"[210740, 199506, 257355, 219328]","[(249218, 208706), (243245, 219327)]",2
"[22893, 203454, 69508, 219328]",[],0
"[183696, 278833, 230311, 219328]",[],0
"[318744, 318700, 365359, 219328]",[],0
"[217317, 290746, 263932, 219328]",[],0
"[382080, 66374, 428695, 112989]",[],0
"[63186, 332030, 109801, 219328]",[],0
"[298478, 109332, 345093, 155947]",[],0
"[118866, 177336, 165481, 219328]",[],0
"[344953, 299064, 391568, 219328]",[],0
"[219111, 83778, 265726, 130393]",[],0
"[29630, 51640, 76245, 98255]","[(45785, 56718), (37985, 59118), (59458, 97155), (72803, 67715)]",4
"[25248, 341943, 71863, 219328]",[],0
"[193952, 117069, 240567, 163684]",[],0
"[223972, 307018, 270587, 219328]",[],0
"[372313, 346638, 418928, 219328]",[],0
"[68860, 223903, 115475, 219328]",[],0
"[116742, 185531, 163357, 219328]",[],0
"[55577, 62164, 102192, 108779]","[(59458, 97155), (72803, 67715)]",2
"[388541, 403911, 435156, 219328]",[],0
"[418885, 80167, 465500, 126782]",[],0
"[151418, 131663, 198033, 178278]","[(182621, 142145)]",1
"[352715, 393635, 399330, 219328]",[],0
"[97849, 121040, 144464, 167655]",[],0
"[209804, 236308, 256419, 219328]",[],0
"[112439, 114699, 159054, 161314]",[],0
"[14097, 281950, 60712, 219328]",[],0
"[155193, 227614, 201808, 219328]",[],0
"[382841, 420877, 429456, 219328]",[],0
"[120938, 275297, 167553, 219328]",[],0
"[61459, 403032, 108074, 219328]",[],0
"[331066, 198411, 377681, 219328]",[],0
"[340856, 182690, 387471, 219328]",[],0
"[139833, 275155, 186448, 219328]",[],0
"[130522, 269622, 177137, 219328]",[],0
"[311799, 119288, 358414, 165903]",[],0
"[304940, 34937, 351555, 81552]",[],0
"[304953, 354686, 351568, 219328]",[],0
"[64833, 147272, 111448, 193887]",[],0
"[234716, 344074, 281331, 219328]",[],0
"[61306, 418083, 107921, 219328]",[],0
"[27748, 60503, 74363, 107118]","[(59458, 97155), (72803, 67715)]",2
"[179992, 181462, 226607, 219328]",[],0
"[68152, 333972, 114767, 219328]",[],0
"[156499, 59412, 203114, 106027]","[(181333, 62750), (200563, 62770)]",2
"[134225, 421193, 180840, 219328]",[],0
"[166983, 421744, 213598, 219328]",[],0
"[307251, 42143, 353866, 88758]",[],0
"[58826, 213409, 105441, 219328]",[],0
"[259869, 86330, 306484, 132945]",[],0
"[178334, 126073, 224949, 172688]","[(182621, 142145)]",1
"[76510, 132904, 123125, 179519]",[],0
"[80425, 28874, 127040, 75489]","[(91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150)]",7
"[382667, 307106, 429282, 219328]",[],0
"[36526, 253312, 83141, 219328]",[],0
"[258004, 294959, 304619, 219328]",[],0
"[297403, 131392, 344018, 178007]",[],0
"[230580, 137880, 277195, 184495]",[],0
"[122136, 334845, 168751, 219328]",[],0
"[59131, 182408, 105746, 219328]",[],0
"[99698, 383549, 146313, 219328]",[],0
"[162972, 61601, 209587, 108216]","[(181333, 62750), (200563, 62770)]",2
"[243615, 244423, 290230, 219328]",[],0
"[113956, 348553, 160571, 219328]",[],0
"[257675, 145406, 304290, 192021]",[],0
"[420120, 259246, 466735, 219328]",[],0
"[108053, 245464, 154668, 219328]",[],0
"[358908, 91868, 405523, 138483]",[],0
"[324107, 120310, 370722, 166925]",[],0
